,in_text,matched,similarity,first_letter_match,dmtph_match,inv_lvst_dist,jw_sim,match_score
58,Republicans,Republicans',0.93979455231691,True,0.7310585786300051,1.0,1.0,0.9433596430997384
59,Pirates,Pirates',0.9317093844811165,True,0.7310585786300051,1.0,0.9875,0.9383773462838302
60,Virginia Tech,Virginia Tech.,0.9166970524805237,True,0.7310585786300051,1.0,1.0,0.9330940876168999
61,Texas Tech,Texas Tech.,0.9084207341532438,True,0.7310585786300051,1.0,1.0,0.9294157239158866
62,Nationals',Nationals,0.9040448737976499,True,0.7310585786300051,1.0,0.9966666666666667,0.927100526720808
63,Marines,Marines',0.9027852250148267,True,0.7310585786300051,1.0,0.9875,0.9255221642988124
64,Padres',Padres,0.9094490956476724,True,0.7310585786300051,1.0,0.96,0.9254283290245218
65,Times,Times',0.9018859686637822,True,0.7310585786300051,1.0,0.9722222222222223,0.9234249639452616
66,Vols',Vols,0.898582970096824,True,0.7310585786300051,1.0,0.96,0.9205989398908111
67,Marshall School District,School District,0.9070751401387918,True,0.7310585786300051,1.0,0.9013888888888889,0.9178608920082291
68,Marshall School Board,School Board,0.8887242659125543,True,0.7310585786300051,1.0,0.8771367521367522,0.9070102660463305
69,Navy,Army Navy,0.8486509184366876,True,0.7310585786300051,1.0,0.9333333333333332,0.8954439539677878
70,World Health Organisation,World Health Organization,0.809702907984143,True,0.7310585786300051,1.0,1.0,0.8855411345073976
71,Chinese Academy of Sciences,Chinese Academy of Science,0.9541682531988525,True,0.00012339457598623172,1.0,1.0,0.8685329341523773
72,Center for Disease Control and Prevention's,Centers for Disease Control and Prevention's,0.9485297760177165,True,0.00012339457598623172,1.0,0.9799154334038055,0.8637953257834065
73,Court of Appeal,Court of Appeals,0.9034895538048651,True,0.00012339457598623172,1.0,1.0,0.8460090677550496
74,Marines Corps League,Marine Corps League,0.9059381937235352,True,0.00012339457598623172,1.0,0.972280701754386,0.844017430136057
75,National Honor Society,National Honors Society,0.8755156933845358,True,8.315280276641321e-07,1.0,1.0,0.8335626227851302
76,St. Mary's Catholic Church,St Mark's Catholic Church,0.872740188081605,True,8.315280276641321e-07,1.0,0.9893333333333333,0.8311438796875312
77,Sacred Heart Catholic Church,Sacred Heart Catholic Churches,0.9341290362753653,True,8.315280276641321e-07,0.5,1.0,0.804057441847721
78,Republican Party,Republicans,0.807201160196063,True,0.00012339457598623172,1.0,1.0,0.8032142261511377
79,Hyundai Engineering and Construction,Hyundai Engineering &amp; Construction,0.9236283634669851,True,8.315280276641321e-07,0.5,1.0,0.7993904761551076
80,Colorado Department of Public Health and Environment,Colorado Department of Public Health &amp; Environment,0.9219702713602967,True,8.315280276641321e-07,0.5,1.0,0.7986535463299128
81,AFSCME Local 387,AFSCME Local 391,0.7202539782755413,True,0.7310585786300051,0.5,1.0,0.7902304990813522
82,Smithsonian Institute,Smithsonian Institution,0.922950286715329,True,8.315280276641321e-07,0.3333333333333333,1.0,0.7805705901914085
83,Securities &amp; Exchange Commission,Securities and Exchange Commission,0.8750337637798373,True,8.315280276641321e-07,0.5,1.0,0.7777928762941531
84,CDC,Cdc,1.0000000000000004,False,0.9975273768433653,1.0,1.0,0.7775030418714852
85,CDC,cdc,1.0000000000000004,False,0.9975273768433653,1.0,1.0,0.7775030418714852
86,UN,Un,0.9999999999999999,False,0.9975273768433653,1.0,1.0,0.777503041871485
87,Ford,FORD,1.0,False,0.9975273768433653,1.0,1.0,0.777503041871485
88,NEXSTAR,Nexstar,0.9999999999999999,False,0.9975273768433653,1.0,1.0,0.777503041871485
89,un,UN,0.9999999999999999,False,0.9975273768433653,1.0,1.0,0.777503041871485
90,Grubhub,GRUBHUB,1.0,False,0.9975273768433653,1.0,1.0,0.777503041871485
91,Google,GOOGLE,1.0,False,0.9975273768433653,1.0,1.0,0.777503041871485
92,Nissan,NISSAN,1.0,False,0.9975273768433653,1.0,1.0,0.777503041871485
93,Aldi,ALDI,1.0,False,0.9975273768433653,1.0,1.0,0.777503041871485
94,NAME,Name,1.0,False,0.9975273768433653,1.0,1.0,0.777503041871485
95,DOD,DoD,1.0,False,0.9975273768433653,1.0,1.0,0.777503041871485
96,WHO,Who,1.0,False,0.9975273768433653,1.0,1.0,0.777503041871485
97,Netflix,NETFLIX,1.0,False,0.9975273768433653,1.0,1.0,0.777503041871485
98,SAS,Sas,1.0,False,0.9975273768433653,1.0,1.0,0.777503041871485
99,who,WHO,1.0,False,0.9975273768433653,1.0,1.0,0.777503041871485
100,Postmates,POSTMATES,0.9999999999999998,False,0.9975273768433653,1.0,1.0,0.7775030418714849
101,U.S. News &amp; World Report,U.S. News and World Report,0.8578232338268746,True,0.00012339457598623172,0.5,1.0,0.7701573699870539
102,Johnson County Schools,Johnson City Schools,0.860497086691642,True,8.315280276641321e-07,0.3333333333333333,0.9876475279106858,0.7514411155042905
103,Department of Defense's,Department of General Services,0.8252624705005476,True,0.00012339457598623172,0.3333333333333333,1.0,0.7371674011012789
104,"AmedisysAmedisys, Inc",Amedisys Inc,0.879241405657055,True,0.00012339457598623172,0.125,0.9466666666666667,0.7320839648745414
105,The Indiana State Dept. of Health,The Indiana State Department of Health,0.8510211262477441,True,8.315280276641321e-07,0.16666666666666666,1.0,0.730083555909519
106,Toshiba Corporation,Toshiba Corp,0.8350109289071066,True,0.00012339457598623172,0.14285714285714285,1.0,0.7203360281179507
107,Receive News &amp; Ratings,RecordReceive News &amp; Ratings,0.8402827530973458,True,0.00012339457598623172,0.16666666666666666,0.8804166666666666,0.712037526699856
108,Grand Isle Police,Grand Island Police,0.7675280600780993,True,0.00012339457598623172,0.3333333333333333,0.985484391124871,0.7098948177051764
109,Department of Social Services,Department of Social Service's,0.9055061746635916,False,0.7310585786300051,1.0,1.0,0.7058981419204857
110,The Raymond Corporation,The Raymond Corp.,0.8024249800089328,True,8.315280276641321e-07,0.14285714285714285,1.0,0.705839766046767
111,DHS,DHS',0.9135807232942079,False,0.7310585786300051,1.0,0.9416666666666667,0.7030053487192781
112,Spotlight Newspapers,Spotlight News,0.7877384188977858,True,0.00012339457598623172,0.16666666666666666,1.0,0.7019715263148663
113,House Republicans,Republican House,0.859603433774483,True,0.00012339457598623172,0.09090909090909091,0.7447478991596638,0.697132679971408
114,CBS,CBS',0.9002172170310475,False,0.7310585786300051,1.0,0.9416666666666667,0.6970660126023179
115,Henrico Doctors' Hospital,Henrico Doctor's Hospital,0.8855098072679473,False,0.7310585786300051,1.0,1.0,0.6970108675224216
116,Carnival Corporation,Carnival Corp,0.7779519972760257,True,0.00012339457598623172,0.14285714285714285,1.0,0.6949765029485814
117,Bureau of Land Management,Bureau of Labor,0.7171528001885057,True,0.00012339457598623172,0.3333333333333333,1.0,0.6891186587403714
118,Cathay Bank,Cathay General Bancorp,0.7346437768856438,True,8.315280276641321e-07,0.25,1.0,0.6876195487856225
119,Leadership Council,Leadership Club,0.7399878405851839,True,0.00012339457598623172,0.2,1.0,0.6844527507685246
120,Asian Development Bank,African Development Bank,0.7123196938382331,True,0.00012339457598623172,0.3333333333333333,0.9488636363636365,0.6812887932917654
121,Dept. of Social Services,Department of Social Services,0.7517567611027786,True,8.315280276641321e-07,0.16666666666666666,0.8580350877192983,0.6701921811472341
122,Democratic Party,Democratic Party's,0.897733034053005,False,0.00012339457598623172,1.0,1.0,0.6212283923097784
123,Chinese Communist Party,Chinese Communist Party's,0.8755418608146616,False,0.00012339457598623172,1.0,1.0,0.6113656486482925
124,Michigan Economic Development Corporation's,Michigan Economic Development Corporation,0.9841463930017683,False,8.315280276641321e-07,0.5,1.0,0.6040651559483445
125,Virginia Hospital &amp; Healthcare Association,Virginia Hospital &amp; Healthcare Association's,0.9839943268492324,False,8.315280276641321e-07,0.5,1.0,0.603997570991662
126,Centers for Disease Control and Prevention,Centers for Disease Control and Prevention's,0.9824089473579367,False,0.00012339457598623172,0.5,1.0,0.6033065760008592
127,Senate Foreign Relations Committee,Senate Foreign Relations Committee's,0.9819665212386808,False,8.315280276641321e-07,0.5,1.0,0.603096324053639
128,Eastern Conference,Western Conference,0.8083417923392756,False,0.7310585786300051,0.5,0.9629629629629629,0.6030431901055633
129,Virginia Commonwealth University,Virginia Commonwealth University's,0.9807777145471261,False,8.315280276641321e-07,0.5,1.0,0.6025679655240591
130,U.S. Food and Drug Administration,U.S. Food and Drug Administration's,0.9801066147484678,False,0.00012339457598623172,0.5,1.0,0.6022833170633175
131,Mitsubishi Aircraft's,Mitsubishi Aircraft,0.9785191964078365,False,0.00012339457598623172,0.5,1.0,0.6015777978008148
132,Small Business Administration's,Small Business Administration,0.9780364735162566,False,8.315280276641321e-07,0.5,1.0,0.601349636177006
133,San Francisco Chronicle's,San Francisco Chronicle,0.9779949028118187,False,8.315280276641321e-07,0.5,1.0,0.601331160308367
134,American Civil Liberties Union,American Civil Liberties Union's,0.977923139175012,False,0.00012339457598623172,0.5,1.0,0.6013128834751149
135,U.S. Department of Agriculture,U.S. Department of Agriculture's,0.9770412959030966,False,0.00012339457598623172,0.5,1.0,0.6009209531320414
136,The Philadelphia Orchestra,The Philadelphia Orchestra's,0.9769283197290868,False,8.315280276641321e-07,0.5,1.0,0.6008571233827084
137,Dollar General Literacy Foundation,Dollar General Literacy Foundation's,0.9758841950779844,False,0.00012339457598623172,0.5,1.0,0.6004066860986582
138,World Health Organization's,World Health Organization,0.9752170815200505,False,8.315280276641321e-07,0.5,1.0,0.6000965730675811
139,Virginia Department of Health,Virginia Department of Health's,0.9738038916519958,False,8.315280276641321e-07,0.5,1.0,0.5994684886817789
140,Central Michigan University,Central Michigan University's,0.9735569792483583,False,8.315280276641321e-07,0.5,1.0,0.5993587498357179
141,Georgetown University,Georgetown University's,0.9729836899726053,False,8.315280276641321e-07,0.5,1.0,0.5991039546020498
142,Minneapolis Police Department,Minneapolis Police Department's,0.9728008000429347,False,0.00012339457598623172,0.5,1.0,0.5990362883053028
143,Clarence Central School District's,Clarence Central School District,0.9710038951770407,False,0.00012339457598623172,0.5,1.0,0.598237663920461
144,Success Academy,Success Academy's,0.9702216316150191,False,0.00012339457598623172,0.5,1.0,0.5978899912262291
145,Colorado State University,Colorado State University's,0.9700026893483835,False,0.00012339457598623172,0.5,1.0,0.597792683552169
146,Kansas State University,Kansas State University's,0.9691879076712016,False,0.00012339457598623172,0.5,1.0,0.5974305583623103
147,NorthShore Dock LLC,NorthShore Dock LLC's,0.9687281550106022,False,8.315280276641321e-07,0.5,1.0,0.5972126057300485
148,Department of Public Health,Department of Public Health's,0.9680734883911359,False,8.315280276641321e-07,0.5,1.0,0.5969216427880635
149,Airfinance Journal's,Airfinance Journal,0.9675808648378588,False,0.00012339457598623172,0.5,1.0,0.5967163171030468
150,Salvation Army,Salvation Army's,0.8419199078204262,False,0.00012339457598623172,1.0,1.0,0.5964225584286323
151,Major League Baseball's,Major League Baseball,0.9667885347576199,False,0.00012339457598623172,0.5,1.0,0.5963641704007184
152,Morgan Stanley,Morgan Stanley's,0.9655026367564911,False,0.00012339457598623172,0.5,1.0,0.5957926601779945
153,New York City Council's,New York City Council,0.9643824514256,False,0.00012339457598623172,0.5,1.0,0.5952948000309318
154,Colorado College,Colorado College's,0.9643576503714009,False,8.315280276641321e-07,0.5,1.0,0.5952701592237368
155,National Geographic,National Geographic's,0.9641321704317813,False,8.315280276641321e-07,0.5,1.0,0.5951699459172393
156,Ballou High School,Ballou High School's,0.9637121795576669,False,0.00012339457598623172,0.5,1.0,0.5949969014229616
157,Oklahoma State,Oklahoma State's,0.9635840715390581,False,0.00012339457598623172,0.5,1.0,0.5949399645258021
158,The Legislature,The Legislature's,0.9630117930044991,False,8.315280276641321e-07,0.5,1.0,0.5946720003940027
159,Department of Correction,Department of Correction's,0.9609216485629661,False,0.00012339457598623172,0.5,1.0,0.5937566654253168
160,Ball State University,Ball State University's,0.9608418960223868,False,0.00012339457598623172,0.5,1.0,0.593721219851726
161,World Economic Forum's,World Economic Forum,0.9608094526078024,False,8.315280276641321e-07,0.5,1.0,0.5936931824399152
162,University of Minnesota,University of Minnesota's,0.960671798771267,False,0.00012339457598623172,0.5,1.0,0.5936456210734504
163,Kent State University's,Kent State University,0.9598623686646811,False,0.00012339457598623172,0.5,1.0,0.5932858743594124
164,Cornell University's,Cornell University,0.9596062447224308,False,0.00012339457598623172,0.5,1.0,0.59317204149619
165,University of Virginia's,University of Virginia,0.9595782107615519,False,8.315280276641321e-07,0.5,1.0,0.5931459638415818
166,University of Vermont,University of Vermont's,0.9595058218007559,False,0.00012339457598623172,0.5,1.0,0.5931274090865567
167,Norwegian Air,Norwegian Air's,0.9592358259060387,False,8.315280276641321e-07,0.5,1.0,0.592993792794687
168,Indiana University,Indiana University's,0.9591928385806455,False,0.00012339457598623172,0.5,1.0,0.5929883054331744
169,University of New Mexico,University of New Mexico's,0.9585343535458098,False,0.00012339457598623172,0.5,1.0,0.5926956454176917
170,University of Houston,University of Houston's,0.9575641615157773,False,0.00012339457598623172,0.5,1.0,0.5922644489598995
171,Disney World,Disney World's,0.9574930317198002,False,0.00012339457598623172,0.5,1.0,0.592232835717243
172,Ballad Health,Ballad Health's,0.9568279345338385,False,8.315280276641321e-07,0.5,1.0,0.5919236188514869
173,Rolling Stone,Rolling Stone's,0.9558671903255626,False,0.00012339457598623172,0.5,1.0,0.5915102395420262
174,European Central Bank,European Central Bank's,0.9554032842167869,False,0.00012339457598623172,0.5,1.0,0.5913040590492371
175,JP Morgan,JP Morgan's,0.9568053741613283,False,8.315280276641321e-07,0.5,0.9939393939393939,0.5912401913458595
176,Washington Post,Washington Post's,0.954369957119889,False,8.315280276641321e-07,0.5,1.0,0.5908311844452871
177,JetBlue,JetBlue's,0.9584906703774791,False,8.315280276641321e-07,0.5,0.9777777777777777,0.5901934767573025
178,White House,White House's,0.9522690948649124,False,0.00012339457598623172,0.5,1.0,0.5899110860039596
179,Lincoln Center,Lincoln Center's,0.9520678907588246,False,0.00012339457598623172,0.5,1.0,0.5898216619568094
180,Air France-KLM's,Air France-KLM,0.9479576061105573,False,0.00012339457598623172,0.5,1.0,0.5879948687798018
181,National Park Service's,National Park Service,0.9474725870573418,False,0.00012339457598623172,0.5,1.0,0.5877793047561504
182,Supreme Court's,Supreme Court,0.9456263565957473,False,0.00012339457598623172,0.5,1.0,0.5869587578843307
183,Lucasfilm,Lucasfilm's,0.9471362825329305,False,0.00012339457598623172,0.5,0.9939393939393939,0.5869564354052336
184,Alligator Farm,Alligator Farm's,0.9433596073577728,False,0.00012339457598623172,0.5,1.0,0.5859513137785641
185,Skype,Skype's,0.9504041944115451,False,0.00012339457598623172,0.5,0.9523809523809523,0.5837912360670132
186,Embraer,Embraer's,0.9438541488586886,False,0.00012339457598623172,0.5,0.9777777777777777,0.5837019741987243
187,Pepkor,Pepkor's,0.9449501343764373,False,0.00012339457598623172,0.5,0.9666666666666667,0.5829545109720446
188,KLM Group,KLM Group's,0.9377805604454471,False,0.00012339457598623172,0.5,0.9939393939393939,0.5827983366996854
189,Gamuda,Gamuda's,0.942938670467674,False,0.00012339457598623172,0.5,0.9666666666666667,0.5820605270125944
190,American Legion,Genoa American Legion,0.8287938480834803,False,0.7310585786300051,0.3333333333333333,0.8555555555555556,0.5816803177614239
191,Air Force,Air Force's,0.9346180651944643,False,0.00012339457598623172,0.5,0.9939393939393939,0.5813927832548043
192,Health Department,Health Department's,0.9324431534563645,False,8.315280276641321e-07,0.5,1.0,0.5810859383726095
193,Southwest,Southwest's,0.9334124203762912,False,8.315280276641321e-07,0.5,0.9939393939393939,0.5808433229969541
194,Maine East High School,Maine West High School,0.7507492125022778,False,0.7310585786300051,0.5,0.9878787878787879,0.5802149129464339
195,Police Department,Police Department's,0.9280418378035771,False,0.00012339457598623172,0.5,1.0,0.5791434161989216
196,Reserve Bank's,Reserve Bank,0.9279348517466912,False,0.00012339457598623172,0.5,1.0,0.5790958668403057
197,Toyota,Toyota's,0.9359362992771355,False,0.00012339457598623172,0.5,0.9666666666666667,0.5789483620390217
198,Taylor University,Baylor University,0.8109555877338586,False,0.00012339457598623172,1.0,0.9607843137254902,0.5783033399152123
199,City Council,City Council's,0.925637673459219,False,0.00012339457598623172,0.5,1.0,0.5780748987125404
200,Huawei's,Huawei,0.9334425080797168,False,0.00012339457598623172,0.5,0.9666666666666667,0.5778400103957245
201,Disney,Disney's,0.9326575281380699,False,0.00012339457598623172,0.5,0.9666666666666667,0.5774911304216592
202,ESPN's,ESPN,0.9388304177216953,False,0.00012339457598623172,0.5,0.9333333333333333,0.5765309331995668
203,NASCAR,NASCAR's,0.9273314661053611,False,0.00012339457598623172,0.5,0.9666666666666667,0.5751239917404553
204,Atlantic,Atlantic's,0.9171494801883335,False,0.00012339457598623172,0.5,0.9866666666666667,0.572820886888443
205,Rotary,Rotary's,0.9189492855506384,False,0.00012339457598623172,0.5,0.9666666666666667,0.5713985781605785
206,Engie,ENGIE's,0.9195709804703903,False,8.315280276641321e-07,0.5,0.9523809523809523,0.5700739673100601
207,NCAA,NCAA's,0.9240509487544741,False,0.00012339457598623172,0.5,0.9333333333333333,0.5699622803252463
208,UCLA,UCLA's,0.9208323960161802,False,0.00012339457598623172,0.5,0.9333333333333333,0.56853181244156
209,Boeing,Boeing's,0.9088952831261342,False,0.00012339457598623172,0.5,0.9666666666666667,0.5669301326385767
